,Parent dir,Cube name,Predict name
0,/scratch/guenther/DMOSVM/SVMMaster-ALMAGAL.xml_2024-05-06_00-01-20_ALMAGAL/Cubes/,'G343.5213-00.5171_spw0_H2CO_303-202_7MTM2_jointdeconv.image.fits','G343.5213-00.5171_spw0_H2CO_303-202_7MTM2_jointdeconv.image._predict.fits'
